time,close,regime,funding_rate_8h,funding_rate_24h_sum,funding_rate_3d_sum,funding_zscore,funding_extreme_long,funding_extreme_short,taker_buy_vol,taker_sell_vol,volume_delta,buy_ratio,buy_ratio_ma10,buy_ratio_zscore,cum_delta_3bar,delta_ma,n_trades,delta_price_agree,delta_price_diverge,funding_reversal_long,funding_reversal_short,ema20,ema50,ema200,rsi,macd,macd_sig,macd_hist,atr,atr_pct,bb_upper,bb_lower,bb_mid,bb_width,vol_ratio,adx,ema_bull,ema_bear,ema_spread_pct,macd_hist_prev,bb_squeeze,ema_bull_4h,ema_bear_4h,adx_4h,label_long,label_short,forward_return_pct,forward_bars_used
2023-03-24 20:00:00+00:00,1749.57,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1778.7481811974178,1752.903661610386,1668.0967660837105,44.75761643731888,3.6385419305033793,8.494253231519437,-4.855711301016058,37.65350017072827,2.152157397002022,1848.3654226633403,1715.5735773366591,1781.9694999999997,0.07451970717041265,0.7582262317711426,21.315595808311492,1.0,0.0,1.4771926580263584,-2.7305480862329254,0.0,1.0,0.0,21.315595808311492,1,0,0.7568,10
2023-03-25 04:00:00+00:00,1747.25,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1773.7881936786118,1752.7986126591836,1669.750316419916,44.50220812752099,-0.9013793979911497,5.495072519685082,-6.396451917676232,34.77087514720957,1.99003434810185,1845.5145568419655,1709.5074431580344,1777.511,0.07651548355191869,0.48445158458638354,19.06911507446413,1.0,0.0,1.2012923748420783,-5.60027092966119,0.0,1.0,0.0,19.06911507446413,1,0,1.5241,10
2023-03-25 12:00:00+00:00,1754.93,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1769.5331018548275,1752.5977812359477,1671.3416410619811,46.56707390900946,-3.7090175219727826,2.306673908934455,-6.015691430907237,32.6931525504001,1.8629320001595562,1841.5325759782027,1704.273424021797,1772.9029999999998,0.07742056500345948,0.5680429267509917,17.148656340547642,1.0,0.0,0.9650140244271745,-6.737903012095274,0.0,1.0,0.0,17.148656340547642,0,0,-0.1556,10
2023-03-25 20:00:00+00:00,1741.88,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1762.3710879129087,1750.8354758737064,1672.4931097669742,45.32482761284714,-8.055542449987797,-1.3038854759935397,-6.751656973994257,33.21516725008989,1.9068573753697093,1837.8209360867988,1694.7200639132009,1766.2704999999999,0.08101866173585358,0.44406599925186313,16.662177875946874,1.0,0.0,0.6622506739386356,-7.6905805657177195,0.0,1.0,0.0,16.662177875946874,0,0,-1.7303,10
2023-03-26 04:00:00+00:00,1752.55,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1760.33270461805,1750.8550317465472,1674.0489987842368,47.777122332457864,-7.516149099047425,-3.6076541469565573,-3.9084949520908676,30.481343190128527,1.739256693967563,1835.6110852393422,1702.0249147606578,1768.818,0.07552284660072933,0.31467576252718554,15.255643188356144,1.0,0.0,0.5407932938576827,-5.3065797317612,1.0,1.0,0.0,15.255643188356144,0,0,-2.13,8
2023-03-26 12:00:00+00:00,1762.81,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1762.0703092224853,1752.337574480377,1675.9538749252386,49.95910857043291,-4.3230987304029895,-3.987858890578988,-0.3352398398240015,32.21932142414145,1.8277251334030014,1836.084081878535,1706.803918121465,1771.444,0.07298010197161024,1.3882170844506199,15.094324378151647,1.0,0.0,0.5521147907096214,-1.1855791346657196,1.0,1.0,0.0,15.094324378151647,0,1,-2.1715,10
2023-03-26 20:00:00+00:00,1773.88,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1763.5181442841663,1753.690363832136,1677.8135571128037,52.52508771732558,-2.053829950191357,-3.5123015226783885,1.4584715724870314,31.034567962652574,1.7495302930667562,1825.3628255903259,1712.3161744096733,1768.8394999999996,0.06391006712626482,0.6107696291177006,15.751199909652462,1.0,0.0,0.554027355403427,0.443757899115369,1.0,1.0,0.0,15.751199909652462,0,1,-1.6799,10
2023-03-27 04:00:00+00:00,1752.2,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1762.5679140285354,1754.0580405847593,1679.4126154111073,47.095008406147464,-2.35029109405491,-2.98323162041603,0.6329405263611201,29.71092849840963,1.6956356864746964,1808.9731144067648,1716.962885593235,1762.9679999999998,0.052190526891853814,0.8006069302391075,16.034930309562924,1.0,0.0,0.48566792853419055,1.483339082688318,1.0,1.0,0.0,16.034930309562924,0,0,1.1865,10
2023-03-27 12:00:00+00:00,1711.74,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1757.9729182863975,1752.8266034002336,1680.58156042908,39.31565678051094,-5.650383957449776,-3.3291391944545983,-2.321244762995178,32.94253528689402,1.9245057828229766,1792.1262840337856,1718.7737159662145,1755.45,0.041785620819464735,2.9642184178949096,16.220018770318717,1.0,0.0,0.3006481642167598,0.9376144668409059,1.0,1.0,0.0,16.220018770318717,1,0,5.4401,10
2023-03-27 20:00:00+00:00,1715.22,ranging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1749.300461454398,1749.5340079830682,1681.1626359385166,41.01974562538172,-10.965498656832779,-5.790157977707395,-5.175340679125384,31.950961548393327,1.862790869299176,1790.5822057724101,1706.6447942275897,1748.6135,0.04800226667858415,0.9715659564566075,16.866313932415075,0.0,0.0,0.013616126716708707,-4.668734453885804,1.0,0.0,1.0,16.866313932415075,1,0,5.3906,8
