entry_time,exit_time,symbol,direction,strategy,regime,vol_score,entry_price,exit_price,qty,stop_loss,trail_stop,pnl,pnl_pct,exit_reason,commission
2025-04-22 00:00:00+00:00,2025-04-22 16:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,56.3,88316.2336,91383.07,0.02744,88414.33,91547.86,84.154,3.473,trail_stop_partial,14.5145
2025-04-28 08:00:00+00:00,2025-04-28 12:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.0,95491.566,93458.42,0.049472,93626.95,0.0,-100.5835,-2.129,stop_loss,16.9764
2025-05-05 20:00:00+00:00,2025-05-06 20:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.5,94904.2006,94823.23,0.050774,94994.22,0.0,-4.1115,-0.085,breakeven,17.316
2025-05-21 12:00:00+00:00,2025-05-21 16:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.3,109169.502,106189.53,0.031906,106381.016,0.0,-95.0789,-2.73,stop_loss,12.5169
2025-06-10 12:00:00+00:00,2025-06-12 08:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,56.1,109211.6478,106987.21,0.044549,107180.13,0.0,-99.0965,-2.037,stop_loss,17.4835
2025-07-14 12:00:00+00:00,2025-07-15 00:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.4,120094.0108,117279.66,0.033836,117491.13,0.0,-95.2267,-2.343,stop_loss,14.6023
2025-08-10 00:00:00+00:00,2025-08-11 04:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,59.8,118713.3,121966.67,0.027095001,118812.336,122186.6,88.15,2.741,trail_stop_partial,19.2648
2025-08-11 08:00:00+00:00,2025-08-11 20:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.6,120778.5508,118319.56,0.04003,118532.93,0.0,-98.4331,-2.036,stop_loss,17.3739
2025-08-25 04:00:00+00:00,2025-08-26 00:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,59.0,111310.8292,109059.55,0.019842997,111179.52,108863.6,44.6722,2.023,trail_stop_partial,13.2765
2025-08-26 12:00:00+00:00,2025-08-26 20:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,56.6,109468.9306,112333.016,0.032793,112131.195,0.0,-93.9222,-2.616,stop_loss,12.9466
2025-08-30 00:00:00+00:00,2025-09-02 12:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,56.8,108241.0148,111063.234,0.032911,110863.68,0.0,-92.8818,-2.607,stop_loss,12.8475
